case,t,att_err_angle_E,att_err_angle_Q,tau_norm_E,tau_norm_Q,omega_norm_E,omega_norm_Q,eR_norm_E,eR_norm_Q,condE
Nominal_30deg,3.483,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.484,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.485,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.486,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.487,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.488,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.489,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.49,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.491,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.492,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.493,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.494,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.495,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.496,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.497,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.498,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.499,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.501,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5020000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.503,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.504,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.505,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5060000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.507,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.508,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.509,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5100000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.511,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.512,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.513,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5140000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.515,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.516,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.517,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5180000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.519,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.52,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.521,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5220000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.523,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.524,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.525,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5260000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.527,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.528,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.529,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5300000000000002,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.531,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.532,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.533,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5340000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.535,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.536,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.537,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5380000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.539,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.54,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.541,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5420000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.543,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.544,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.545,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5460000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.547,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.548,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.549,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5500000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.551,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.552,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.553,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5540000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.555,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.556,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.557,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5580000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.559,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.56,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.561,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5620000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.563,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.564,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.565,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5660000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.567,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.568,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.569,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5700000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.571,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.572,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.573,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5740000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.575,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.576,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.577,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5780000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.579,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.58,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.581,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.5820000000000003,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.583,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.584,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.585,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.586,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.587,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.588,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.589,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.59,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.591,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.592,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.593,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.594,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.595,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.596,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.597,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.598,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.599,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.6,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.601,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.602,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.603,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.604,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.605,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.606,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.607,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.608,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.609,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.61,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.611,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.612,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.613,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.614,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.615,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.616,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.617,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.618,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.619,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.62,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.621,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.622,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
Nominal_30deg,3.623,0.0,0.0,5.048709793414476e-29,5.048709793414476e-29,3.9957349714255305e-14,3.9957349714255305e-14,9.989337428563833e-16,9.989337428563833e-16,1.7320508075688794
